"REF_NO","children","age_band","status","occupation","occupation_partner","home_status","family_income","self_employed","self_employed_partner","year_last_moved","TVarea","post_code","post_area","Average.Credit.Card.Transaction","Balance.Transfer","Term.Deposit","Life.Insurance","Medical.Insurance","Average.A.C.Balance","Personal.Loan","Investment.in.Mutual.Fund","Investment.Tax.Saving.Bond","Home.Loan","Online.Purchase.Amount","Revenue.Grid","gender","region","Investment.in.Commudity","Investment.in.Equity","Investment.in.Derivative","Portfolio.Balance"
7338,"1","51-55","Widowed","Other","Unknown","Own Home","< 4,000","No","No",1975,"Unknown","NP25 3LL","NP25",55.96,85.44,34.99,16.98,40.47,7.98,46.95,87.44,0,0,0,2,"Female","Unknown",46.77,23.73,33.3,100.94
10033,"Zero","71+","Partner","Retired","Retired","Rent Privately","< 8,000, >= 4,000","No","No",1987,"Central","B97 6HN","B97",0,25.99,29.99,92.95,34.46,19.47,0,65.45,0,0,0,2,"Male","West Midlands",36.68,14.15,35.39,87.91
3684,"Zero","26-30","Single/Never Married","Professional","Unknown","Own Home","<17,500, >=15,000","No","No",1993,"Scottish TV","KY12 7TQ","KY12",41.48,0,0,0,37.96,6.99,0,0.51,0,0,0,2,"Female","Scotland",15.89,1.25,7.58,22.21
9983,"1","45-50","Partner","Housewife","Professional","Own Home",">=35,000","No","No",1978,"HTV","SA3 5DX","SA3",19.99,172.83,0,140.09,75.94,230.68,17.98,201.76,26.45,32.2,319.86,1,"Female","Wales",81.77,138.16,115.48,345.05
713,"Zero","55-60","Divorced/Separated","Retired","Unknown","Own Home","< 4,000","No","No",1991,"Meridian","L10 3BT","L10",0,0,0,0,0,9.47,0,21.48,0,20.96,0,2,"Female","North West",0,8.65,5.16,58.37
3162,"Zero","51-55","Partner","Unknown","Unknown","Own Home","<15,000, >=12,500","Yes","Yes",1963,"Unknown","IM7 3HJ","IM7",0,0,0,0,0,0,0,49.47,0,0,0,2,"Female","Isle of Man",0,8.25,8.25,12.63
8600,"3","36-40","Partner","Housewife","Manual Worker","Own Home","<25,000, >=22,500","No","Yes",1992,"Carlton","SL6 0LB","SL6",20.99,19.99,0,101.96,0,10.97,0,0,0,21.94,0,2,"Female","South East",28.59,5.49,18.82,73.2
2133,"Zero","55-60","Partner","Unknown","Unknown","Own Home","<10,000, >= 8,000","No","No",1995,"TV South West","EX6 8EW","EX6",0,27.46,53.96,28.96,21.96,49.95,0,12.44,0,0,0,2,"Female","South West",26.47,10.4,18.89,75.19
2415,"Zero","45-50","Widowed","Business Manager","Manual Worker","Own Home",">=35,000","No","No",1984,"Carlton","EN1 1DR","EN1",0,15.98,29.99,22.98,34.99,19.49,86.91,25.98,4.49,0,0,2,"Male","South East",20.79,22.81,32.47,139.96
6209,"Zero","18-21","Single/Never Married","Professional","Unknown","Live in Parental Hom","<12,500, >=10,000","No","No",1976,"Unknown","NP20 7AJ","NP20",10.99,0,9.49,0,24.93,0,0,11.99,0,0,0,2,"Female","Unknown",9.08,2,6.15,0.83
11234,"Zero","36-40","Partner","Professional","Professional","Own Home",">=35,000","No","No",1990,"Granada","WA12 8DG","WA12",23.98,48.98,19.49,79.44,26.48,4.99,0,59.45,0,5.49,0,2,"Male","North West",39.67,11.66,28.39,57.62
9635,"1","45-50","Unknown","Professional","Business Manager","Own Home","<30,000, >=27,500","No","No",1986,"Meridian","L23 0JS","L23",0,0,59.99,0,9.98,46.45,5.99,0,8.48,5.98,0,2,"Female","North West",13.99,11.15,11.82,46.48
5671,"Zero","51-55","Partner","Professional","Retired","Own Home","<30,000, >=27,500","No","No",1987,"Yorkshire","HU10 6DF","HU10",14.98,0.02,19.99,66.04,0,20.47,152.85,0,14.98,0,0,2,"Female","Unknown",20.21,31.38,42.39,55.16
2880,"Zero","55-60","Partner","Secretarial/Admin","Retired","Own Home","<17,500, >=15,000","No","No",1960,"Yorkshire","NG19 9HA","NG19",53.96,25.95,55.97,80.95,0,16.97,28.44,44.47,31.46,0,6.99,1,"Female","East Midlands",43.37,21.39,33.72,89.42
2990,"Zero","51-55","Partner","Secretarial/Admin","Manual Worker","Own Home","<20,000, >=17,500","No","No",1995,"Carlton","SM7 2QR","SM7",19.99,129.94,0,184.42,6.49,37.46,0,165.4,0,11.94,0,2,"Female","South East",68.17,35.8,65.63,208.44
2643,"1","51-55","Partner","Secretarial/Admin","Manual Worker","Own Home","<27,500, >=25,000","No","No",1965,"Central","CV12 0BJ","CV12",29.49,34.99,24.99,51.47,13.98,0,0,11.48,0,6.99,0,2,"Female","West Midlands",30.98,3.08,12.82,53.89
4596,"2","31-35","Single/Never Married","Unknown","Housewife","Rent from Council/HA","< 8,000, >= 4,000","No","No",1985,"Tyne Tees","TS14 6LW","TS14",6.49,0,0,131.93,13.48,2.99,0,19.97,0,0,0,2,"Female","North",30.38,3.83,28.06,26.8
11168,"Zero","51-55","Partner","Secretarial/Admin","Professional","Own Home","<27,500, >=25,000","No","No",1973,"HTV","CF82 7DR","CF82",0,119.45,91.45,217.87,72.46,29.48,40.46,67.95,29.48,6.49,0,2,"Female","Wales",100.25,28.98,76.28,252.21
3944,"Zero","26-30","Partner","Professional","Secretarial/Admin","Own Home","<27,500, >=25,000","Yes","No",1995,"Carlton","GU16 5BW","GU16",0,0,0,18.96,0,0,0,6.95,32.45,0,0,1,"Male","South East",3.79,6.57,9.73,112.21
1901,"1","31-35","Partner","Secretarial/Admin","Manual Worker","Own Home","<30,000, >=27,500","No","Yes",1984,"Central","WR11 6LJ","WR11",0,0,0,28.97,8.48,107.91,94.42,102.43,2.99,33.43,0,2,"Female","West Midlands",7.49,56.86,57.53,118.47
6836,"Zero","45-50","Partner","Unknown","Unknown","Own Home",">=35,000","Yes","Yes",1970,"Meridian","CT13 9PF","CT13",0,98.99,39.96,89.96,10.99,14.49,0,11.99,0,0,0,2,"Female","South East",47.98,4.41,21.24,76.9
7098,"Zero","51-55","Partner","Manual Worker","Professional","Own Home","<25,000, >=22,500","No","Yes",1988,"Central","NG9 3RD","NG9",0,0,0,0,0,0,27.97,0,4.99,10,0,2,"Male","East Midlands",0,7.16,5.49,-20.95
4525,"Zero","41-45","Partner","Housewife","Manual Worker","Own Home","<15,000, >=12,500","No","No",1972,"Central","NG21 0RG","NG21",64.98,40,0,34.49,40.45,0,98.41,37.47,0,0,0,2,"Female","East Midlands",35.98,22.65,35.14,115.2
641,"2","26-30","Partner","Secretarial/Admin","Manual Worker","Own Home","<27,500, >=25,000","No","No",1990,"HTV","SA16 0TP","SA16",0,0,0,0,4.99,0,34.48,0,0,0,0,2,"Female","Wales",1,5.75,6.58,67.61
2424,"Zero","65-70","Partner","Retired","Retired","Own Home","<30,000, >=27,500","No","No",1975,"Central","M8 7PT","M8",11.99,0,51.98,0,57.93,0,44.46,0,0,3.23,0,2,"Male","North West",24.38,7.95,17.07,55.87
2648,"1","45-50","Partner","Secretarial/Admin","Business Manager","Own Home","<30,000, >=27,500","No","No",1971,"Anglia","NR13 4QU","NR13",0,0,47.98,81.94,6.99,0,42.95,11.99,0,0,0,2,"Female","East Anglia",27.38,9.16,23.98,111.86
4160,"Zero","45-50","Partner","Secretarial/Admin","Manual Worker","Own Home","<15,000, >=12,500","No","No",1970,"Carlton","TW14 9SW","TW14",112.47,0,0,34.97,0,0,0,0,17.48,0,0,2,"Female","South East",29.49,2.91,8.74,41.69
5833,"Zero","55-60","Partner","Professional","Business Manager","Own Home",">=35,000","No","No",1982,"Carlton","TW17 8JX","TW17",0,0,0,24.48,0,0,0,0,0,0,0,2,"Male","South East",4.9,0,4.08,1.49
1266,"Zero","65-70","Partner","Retired","Professional","Own Home",">=35,000","No","Yes",1993,"Meridian","L13 1QP","L13",0,74.98,34.49,77.47,0,0,0,29.48,0,0,0,2,"Male","North West",37.39,4.91,17.83,40.89
8397,"Zero","51-55","Partner","Retired","Retired","Own Home","<15,000, >=12,500","No","No",1965,"Yorkshire","DN12 3EH","DN12",14.48,294.83,6.04,105.4,81.94,286.81,25.99,62.92,8.99,86.37,616.95,1,"Female","Unknown",100.54,181.34,95.34,345.73
1463,"1","45-50","Divorced/Separated","Professional","Unknown","Own Home","<25,000, >=22,500","Yes","No",1978,"Central","ST18 9SH","ST18",34.98,149.47,0,165.38,0,11.49,83.32,29.99,1.99,7.49,0,2,"Female","West Midlands",69.97,22.38,48.7,118.52
4817,"Zero","61-65","Partner","Retired","Retired","Own Home","<17,500, >=15,000","No","No",1958,"Carlton","CM11 2TA","CM11",24.99,37.98,34.98,79.96,30.44,1.99,0,167.37,7.48,0,0,2,"Female","South East",41.67,29.47,47.87,117.82
2528,"Zero","31-35","Divorced/Separated","Secretarial/Admin","Unknown","Own Home","<20,000, >=17,500","No","No",1998,"Anglia","NR10 3RS","NR10",0,60.55,1.98,145.27,0,95.37,0,96.82,0,7.47,17,2,"Female","East Anglia",41.56,36.11,56.24,126.76
10792,"Zero","41-45","Partner","Secretarial/Admin","Manual Worker","Own Home","<27,500, >=25,000","No","No",1999,"Grampian","AB32 6ZD","AB32",0,22.99,0,34.46,0,47.44,0,0,2,5.99,0,2,"Female","Scotland",11.49,9.24,13.98,8.04
7232,"Zero","55-60","Partner","Unknown","Housewife","Own Home","<22,500, >=20,000","Yes","No",1998,"Carlton","HA6 1PY","HA6",0,0,0,24.49,0,0,0,0,0,0,0,2,"Male","South East",4.9,0,4.08,20.01
5295,"Zero","51-55","Partner","Unknown","Manual Worker","Own Home","<15,000, >=12,500","No","No",1968,"Yorkshire","DN34 5HF","DN34",10.99,0,0,0,25.98,6.49,0,35.99,15.97,0,5.99,2,"Female","Unknown",7.39,10.74,14.07,-6.82
9288,"1","22-25","Partner","Housewife","Unknown","Own Home","<20,000, >=17,500","No","Yes",1995,"HTV","BS27 3DL","BS27",11.96,0.01,0,23,26.48,24.99,14.99,10.94,14.48,0,67.42,1,"Female","South West",12.29,22.14,19.15,67.56
9873,"1","22-25","Single/Never Married","Professional","Unknown","Own Home","<25,000, >=22,500","No","No",1998,"Granada","M45 6QA","M45",0,29.99,29.99,0,0,13.46,0,0,0,0,0,2,"Female","North West",12,2.24,2.24,-17.6
6929,"Zero","51-55","Partner","Professional","Professional","Own Home","<15,000, >=12,500","No","No",1972,"Yorkshire","YO11 3RD","YO11",7.48,34.99,49.98,79.42,44.99,41.97,0,43.98,44.44,3.99,0,1,"Female","Unknown",43.37,22.4,42.47,104.03
3927,"1","51-55","Partner","Professional","Other","Own Home",">=35,000","No","No",1983,"Meridian","ME20 7QL","ME20",6.49,0,126.4,0,106.92,0,45.47,0,0,0,0,2,"Male","South East",47.96,7.58,25.4,127
10985,"2","41-45","Partner","Professional","Professional","Own Home","<30,000, >=27,500","No","No",1993,"Yorkshire","DN22 7EY","DN22",58.94,114.43,19.98,49.47,12.99,9.98,0,9.98,0,0,42.97,2,"Male","East Midlands",51.16,10.49,13.74,114.16
7144,"Zero","36-40","Divorced/Separated","Business Manager","Unknown","Own Home","<27,500, >=25,000","No","No",1998,"Grampian","AB41 9WH","AB41",0,0,0,0,36.95,34.49,0,59.45,0,0,0,2,"Female","Scotland",7.39,15.66,21.82,52.85
7195,"2","31-35","Partner","Professional","Professional","Own Home",">=35,000","No","No",1991,"Anglia","CO13 0PB","CO13",24.99,0,0,43.47,0,7.98,16.99,21.98,0,0,0,2,"Female","South East",13.69,7.83,15.07,45.81
427,"2","31-35","Partner","Housewife","Manual Worker","Own Home","<20,000, >=17,500","No","No",1990,"Carlton","M12 7ES","M12",0,0,0,50.96,0,0,0,35.47,0,3.48,0,2,"Female","North West",10.19,6.49,14.41,6.97
4524,"2","41-45","Partner","Business Manager","Housewife","Own Home",">=35,000","No","No",1988,"Central","HP22 5RX","HP22",0,0,0,22.99,0,23.48,25.99,142.37,0,0,78.46,1,"Male","South East",4.6,45.05,35.81,119.2
6585,"1","36-40","Partner","Business Manager","Professional","Own Home","<25,000, >=22,500","No","No",1985,"HTV","BA3 3LP","BA3",139.44,49.97,15.48,29.47,24.47,139.18,15.99,76.9,32.97,10.21,21.99,2,"Male","South West",51.77,49.54,53.16,197.99
6018,"2","41-45","Single/Never Married","Business Manager","Unknown","Own Home","<27,500, >=25,000","No","Yes",1994,"Central","LE7 3FR","LE7",0,0,0,0,0,0,0,0,0,0,11.99,2,"Female","East Midlands",0,2,0,17.64
7367,"1","36-40","Partner","Secretarial/Admin","Professional","Own Home","<22,500, >=20,000","No","No",1989,"Tyne Tees","DH7 8UZ","DH7",0,24.48,29.99,99.42,0,112.38,199.31,67.43,0,5.47,0,2,"Female","North",30.78,64.1,79.76,132.74
3694,"2","36-40","Partner","Housewife","Professional","Own Home","<27,500, >=25,000","No","No",1996,"Carlton","TN16 1DU","TN16",0,0,0,50,10.37,0,0,49.97,0,0,0,2,"Female","South East",12.07,8.33,18.39,26.79
7723,"Zero","65-70","Partner","Retired","Retired","Own Home","<27,500, >=25,000","No","No",1974,"Unknown","NP18 2AF","NP18",0,260.94,40.98,113.45,0,7,22.48,121.94,0,0,0,2,"Male","Unknown",83.07,25.24,44.15,170.43
5986,"1","71+","Widowed","Retired","Unknown","Rent from Council/HA","< 8,000, >= 4,000","No","No",1996,"Granada","LL18 3SF","LL18",54.48,0,67.98,0,19.99,45.96,41.46,140.88,4.49,0,9.49,2,"Female","Wales",28.49,40.38,42.13,108.06
3962,"Zero","Unknown","Unknown","Unknown","Unknown","Unclassified","Unknown","No","No",0,"Central","GL53 0AA","GL53",0,0,0,17.99,0,107.46,0,0,0,0,0,2,"Female","South West",3.6,17.91,20.91,77.01
5904,"Zero","22-25","Single/Never Married","Professional","Unknown","Rent Privately","<10,000, >= 8,000","No","No",1998,"HTV","CF46 6SB","CF46",0,0,0,0.01,0,4.99,0,21.98,0,2.99,0,2,"Female","Wales",0,4.99,4.5,51.54
85,"1","36-40","Partner","Housewife","Manual Worker","Own Home","<22,500, >=20,000","Yes","No",1984,"Meridian","SO31 8ER","SO31",11.99,51.96,94.48,31.49,11.46,0,10.49,85.45,0,0,0,2,"Female","South East",40.28,15.99,23.15,84.37
5587,"Zero","22-25","Single/Never Married","Unknown","Secretarial/Admin","Own Home",">=35,000","Yes","No",1997,"Carlton","CM17 9QN","CM17",283.46,0,19.99,0,0,0,0,0,0,0,0,1,"Male","South East",60.69,0,0,88.9
10878,"1","61-65","Partner","Retired","Retired","Own Home","< 8,000, >= 4,000","No","No",1958,"Granada","WN5 7TX","WN5",0,59.48,0,0,0,11.99,16.98,59.98,0,0,0,2,"Female","North West",11.9,14.83,14.83,51.12
198,"Zero","36-40","Partner","Manual Worker","Manual Worker","Own Home",">=35,000","No","No",1995,"Anglia","CB9 8QG","CB9",0,15.99,20,105.42,4.99,69.97,0,114.9,0,0,0,2,"Male","East Anglia",29.28,30.81,49.21,186.2
3649,"Zero","22-25","Single/Never Married","Professional","Professional","Own Home",">=35,000","No","No",1997,"Tyne Tees","TS15 9TP","TS15",0,0,0,0,0,0,0,11.99,0,0,0,2,"Male","North",0,2,2,25.07
9588,"Zero","55-60","Partner","Retired","Retired","Own Home","< 8,000, >= 4,000","No","No",1986,"Anglia","PE36 6EP","PE36",0,0,20.98,0,9.48,10,0,0,0,0,0,2,"Female","East Anglia",6.09,1.67,3.25,14
458,"Zero","31-35","Partner","Business Manager","Secretarial/Admin","Own Home",">=35,000","No","No",1996,"Carlton","GU16 5YH","GU16",116.44,24.99,136.93,505.78,27.95,70.89,0,118.37,24.99,0,24.99,1,"Female","South East",162.42,39.87,124.66,353.77
1590,"1","31-35","Partner","Secretarial/Admin","Secretarial/Admin","Own Home","<30,000, >=27,500","No","No",1987,"Carlton","SS9 3AR","SS9",0,14.99,0,56.46,0,46.47,62.5,30.96,0,0,0,2,"Female","South East",14.29,23.32,32.73,93.24
7417,"Zero","45-50","Partner","Retired","Secretarial/Admin","Own Home","<20,000, >=17,500","No","No",1968,"Yorkshire","S12 3XF","S12",0,98.99,0,0,0,28.99,0,0,0,22.46,0,2,"Male","Unknown",19.8,8.58,4.83,82.24
5196,"Zero","61-65","Partner","Retired","Retired","Own Home","<20,000, >=17,500","Yes","No",1969,"TV South West","TQ12 2SB","TQ12",0,24.99,0,128.43,11.99,11.47,46.97,45.46,0,0,0,2,"Male","South West",33.08,17.32,40.72,100.6
7818,"2","31-35","Partner","Professional","Housewife","Own Home","<30,000, >=27,500","No","No",1995,"Meridian","L45 3BL","L45",0,44.99,0,20.98,0,2.99,64.37,11.49,9.48,0,0,2,"Male","North West",13.19,14.72,18.22,59.41
9548,"Zero","51-55","Partner","Housewife","Manual Worker","Own Home","<12,500, >=10,000","No","No",1989,"Anglia","NR11 8BN","NR11",38.47,0,38.97,0,26.84,0,0,21.48,9.49,0,0,2,"Female","East Anglia",20.86,5.16,9.64,44.45
6639,"Zero","31-35","Single/Never Married","Secretarial/Admin","Unknown","Own Home","<15,000, >=12,500","No","No",1998,"Granada","M46 9TT","M46",0,29.99,30,169.94,20.44,20.96,22.98,151.88,0,21.97,0,2,"Female","North West",50.07,36.3,64.37,140.98
3156,"1","26-30","Partner","Secretarial/Admin","Secretarial/Admin","Own Home","<27,500, >=25,000","No","No",1988,"Carlton","SL3 0PW","SL3",0,135.43,0,19.99,15.99,33.98,17.99,50.97,0,0,0,2,"Male","South East",34.28,17.16,23.15,150.59
10968,"2","26-30","Partner","Secretarial/Admin","Manual Worker","Own Home","<27,500, >=25,000","No","Yes",1990,"Meridian","BH23 3LA","BH23",0,0,0,0,0,0,0,0,0,0,109.98,1,"Female","South West",0,18.33,0,-30.12
7894,"1","36-40","Partner","Housewife","Other","Own Home",">=35,000","No","No",1997,"Grampian","IV36 3XJ","IV36",29.98,54.98,0,42.96,14.47,54.41,29.47,107.91,1,45.91,0,2,"Female","Scotland",28.48,39.78,41.7,65.99
8470,"1","36-40","Partner","Professional","Business Manager","Own Home","<27,500, >=25,000","Yes","No",1989,"Scottish TV","EH39 4RX","EH39",0,0.02,0,0,6.49,0,0,0,0,0,0,2,"Male","Scotland",1.3,0,1.08,7.33
9123,"3","22-25","Partner","Secretarial/Admin","Professional","Own Home","<22,500, >=20,000","No","Yes",1990,"Carlton","HP1 1PE","HP1",0,0,0,27.99,11.98,0,0,91.92,0,0,0,2,"Female","South East",7.99,15.32,21.98,34.89
8820,"3","45-50","Partner","Professional","Business Manager","Own Home","<30,000, >=27,500","Yes","No",1988,"Tyne Tees","DL11 6AW","DL11",0,0,58.47,193.88,50.45,5.99,10.97,36.97,0,7.18,11.98,2,"Male","Unknown",60.56,12.18,49.71,156.06
556,"Zero","45-50","Partner","Professional","Unknown","Own Home",">=35,000","No","No",1971,"Yorkshire","YO25 3BS","YO25",64.48,189.95,0,29.49,10.99,6,0,0,13.98,0,0,2,"Female","Unknown",58.98,3.33,10.08,67.84
6403,"1","55-60","Partner","Unknown","Business Manager","Own Home","<20,000, >=17,500","No","No",1989,"Grampian","IV30 5TG","IV30",0,169.47,0,95.45,0,0,0,35.97,0,0,0,2,"Female","Scotland",52.98,6,21.9,57.51
4392,"1","31-35","Partner","Manual Worker","Housewife","Own Home","<20,000, >=17,500","No","No",1982,"Central","B71 1BX","B71",0,0,0,0,0,0,0,0,19.99,4.48,0,2,"Male","West Midlands",0,4.08,3.33,-0.99
6956,"Zero","61-65","Partner","Retired","Retired","Own Home","<22,500, >=20,000","No","No",1960,"Central","DY8 3TZ","DY8",0,0,0,0,0,0,0,0,0,0,0,2,"Female","West Midlands",0,0,0,4.75
377,"1","41-45","Partner","Professional","Business Manager","Own Home","<20,000, >=17,500","No","No",1974,"Tyne Tees","DH9 7AT","DH9",0.01,13.43,157.94,170.32,0.51,29.42,0,111.92,5.98,30.46,55.99,2,"Female","North",68.44,38.96,53.03,200.89
4435,"Zero","41-45","Partner","Manual Worker","Secretarial/Admin","Own Home","<30,000, >=27,500","No","No",1990,"Central","DN41 8ED","DN41",112.42,27.99,44.98,56.97,22.47,18.95,7.99,8.49,3.99,0,47.47,2,"Male","Unknown",52.97,14.48,19.81,80.56
7465,"Zero","55-60","Partner","Housewife","Unknown","Own Home",">=35,000","No","Yes",1985,"Ulster","BT39 0EZ","BT39",0,44.98,0,21.96,0,32.46,34.45,61.44,0,9.99,0,2,"Female","Northern Ireland",13.39,23.06,25.05,80.68
913,"3","41-45","Partner","Professional","Retired","Own Home",">=35,000","No","No",1985,"Carlton","RM12 4QU","RM12",19.49,149.46,119.46,227.91,72.93,117.89,36.97,41.46,35.96,23.43,39.47,2,"Male","South East",117.85,49.2,88.85,239.84
11153,"2","45-50","Partner","Professional","Professional","Own Home",">=35,000","No","No",1991,"Carlton","M23 7DD","M23",0,0,17.99,45.98,32.98,0,0,0,0,0,0,2,"Female","North West",19.39,0,13.16,-9.4
6420,"1","55-60","Partner","Secretarial/Admin","Retired","Own Home","<27,500, >=25,000","No","No",1969,"Carlton","PR3 6ED","PR3",0,59.99,0,146.4,0,55.98,21.99,55.93,0,0,98.97,1,"Female","North West",41.28,38.81,46.72,133.3
2959,"Zero","45-50","Partner","Secretarial/Admin","Professional","Own Home","<30,000, >=27,500","No","Yes",1979,"Granada","OL10 2BZ","OL10",15.99,0,0,0,22.97,0,0,4.98,0,0,0,2,"Female","North West",7.79,0.83,4.66,-2.01
1991,"1","71+","Widowed","Retired","Unknown","Own Home","<15,000, >=12,500","No","No",1930,"Carlton","WA15 8EA","WA15",0,0,0,0,13.99,4.48,0,25.97,0,17.48,9.98,2,"Female","North West",2.8,9.65,7.41,89.87
11339,"Zero","65-70","Partner","Retired","Housewife","Own Home","<17,500, >=15,000","No","No",1972,"Central","SY13 4QS","SY13",166.4,0,59.99,0,96.94,7.98,0,70.44,22.94,0,0,1,"Male","West Midlands",64.67,16.89,33.05,139.81
7719,"Zero","61-65","Single/Never Married","Professional","Unknown","Own Home","<10,000, >= 8,000","No","No",1977,"Granada","M25 9PX","M25",0,0,0,0,0,7.49,0,326.28,0,0,0,2,"Male","North West",0,55.63,55.63,134.18
164,"1","41-45","Partner","Housewife","Unknown","Own Home",">=35,000","No","No",1978,"Central","ST15 0JY","ST15",0,139.98,29.98,13.99,0,8.98,88.94,33.98,19.49,0,0,2,"Female","West Midlands",36.79,25.23,27.56,119.68
5446,"1","51-55","Divorced/Separated","Professional","Business Manager","Own Home",">=35,000","No","No",1967,"Grampian","AB13 0EE","AB13",0,0,0,0.02,0,0,0,11.99,0,0,0,2,"Female","Scotland",0,2,2,12.59
9064,"Zero","65-70","Single/Never Married","Retired","Unknown","Own Home","<10,000, >= 8,000","No","No",1966,"Carlton","RM8 2NA","RM8",109.95,0,93.95,0,71.23,0,0,0,0,0,0,2,"Female","South East",55.03,0,11.87,72.92
8350,"1","45-50","Partner","Secretarial/Admin","Professional","Own Home","<25,000, >=22,500","No","Yes",1977,"Tyne Tees","TS11 8JS","TS11",0,0,0,80.45,41.95,11.99,34.47,0,32.48,0,23.99,1,"Female","North",24.48,17.16,33.56,65.11
8173,"2","26-30","Partner","Professional","Professional","Own Home","<30,000, >=27,500","No","No",1996,"Tyne Tees","TS17 0FH","TS17",6.49,64.97,0,60.48,29.47,38.47,201.32,37.45,52.38,0,15.98,2,"Female","North",32.28,57.6,69.93,145.07
5025,"Zero","51-55","Partner","Secretarial/Admin","Retired","Own Home","<17,500, >=15,000","No","No",1965,"Meridian","PO32 6NH","PO32",0,37.93,53.96,50.4,0,46.47,0,80.94,0,0,0,2,"Female","South East",28.46,21.24,29.64,69.67
1124,"Zero","45-50","Partner","Secretarial/Admin","Business Manager","Own Home",">=35,000","No","No",1985,"Carlton","WA4 5PP","WA4",0,0,0,0,0,0,0,18.98,0,2.74,0,2,"Female","North West",0,3.62,3.16,37.32
2635,"1","41-45","Partner","Professional","Professional","Own Home",">=35,000","No","No",1984,"TV South West","DT9 6LP","DT9",7.49,0,0,0,0,0,0,0,0,0,0,2,"Female","South West",1.5,0,0,-10.01
1772,"1","26-30","Partner","Business Manager","Other","Own Home","<27,500, >=25,000","No","No",1992,"Carlton","WA6 7EF","WA6",0,21.49,24.99,0,67.41,11.97,40.46,51.97,0,4.99,12.99,2,"Male","North West",22.78,20.4,28.64,78.56
799,"1","31-35","Partner","Secretarial/Admin","Business Manager","Own Home","<15,000, >=12,500","No","No",1988,"Central","LE9 7EX","LE9",105.93,27.44,94.92,118.86,81.43,30.54,172.72,56.84,9.99,0,0,2,"Female","East Midlands",85.72,45.02,78.4,179.79
1259,"1","22-25","Partner","Housewife","Professional","Own Home","<25,000, >=22,500","No","No",1996,"Granada","LA2 9PE","LA2",0,13.98,24.99,135.55,0,38.97,0,29.98,0,3,0,2,"Female","North West",34.9,11.99,34.08,31.54
